t,tx_x,tx_y,rx_x,rx_y,relay_available
52.8,2287.4328024564,-278.726548779343,2279.59747548083,-213.276905753772,0
53,2287.69329916303,-274.32731022918,2279.0362046689,-209.152641327238,0
53.2,2287.31046161518,-269.952566878141,2278.47506350341,-205.02932955355,0
53.4,2286.71619868452,-265.585873629854,2277.9140483522,-200.906943743188,0
53.6,2286.12193575386,-261.219180381566,2277.3649243638,-196.783874884942,0
53.8,2285.52767282319,-256.852487133279,2276.82297527377,-192.660747758794,0
54,2284.93340989253,-252.485793884991,2276.28904230489,-188.537429770277,0
54.2,2284.33914696187,-248.119100636704,2275.75521537938,-184.414930705855,0
54.4,2283.74488403121,-243.752407388416,2275.22149097624,-180.293223374379,0
54.6,2283.15062110054,-239.385714140128,2274.68786556321,-176.172280497875,0
54.8,2282.55635816988,-235.019020891841,2274.39266857288,-172.028247498924,0
55,2281.96209523922,-230.652327643553,2274.73651675526,-167.932825468587,0
55.2,2281.36783230856,-226.285634395266,2275.64897554534,-163.881096245947,0
55.4,2280.77356937789,-221.918941146978,2276.56128933348,-159.830010897454,0
55.6,2280.17930644723,-217.552247898691,2277.47346424887,-155.779542206697,0
55.8,2279.58504351657,-213.185554650403,2278.39017509326,-151.730741632844,0
56,2278.99078058591,-208.818861402116,2279.3471309497,-147.691831369647,0
56.2,2278.39651765524,-204.452168153828,2281.02612365967,-143.943460137073,0
56.4,2277.80334021844,-200.085328969587,2283.12781793747,-140.365391075841,0
56.6,2277.22321378635,-195.716735182316,2285.2292632161,-136.787745927955,0
56.8,2276.65283883831,-191.346862560222,2287.33047381245,-133.210500319356,0
57,2276.08690384115,-186.976407671497,2289.43146406912,-129.633629832177,0
57.2,2275.52096884399,-182.605952782771,2291.53224835292,-126.057110007409,0
57.4,2274.95503384683,-178.235497894045,2293.63284105321,-122.480916347592,0
57.6,2274.52146557106,-173.85180971101,2295.73325658038,-118.905024319496,0
57.8,2274.39047798552,-169.469393925971,2297.83350936424,-115.329409356818,0
58,2275.35868387616,-165.170122393638,2299.93361385245,-111.754046862866,0
58.2,2276.3268897668,-160.870850861304,2302.03358450893,-108.178912213267,0
58.4,2277.29509565744,-156.571579328971,2304.13343581228,-104.603980758658,0
58.6,2278.26330154808,-152.272307796638,2306.23318225419,-101.029227827397,0
58.8,2279.27796075942,-147.983769800835,2308.33283833783,-97.4546287282621,0
59,2281.0042142552,-143.980760215929,2310.4324185763,-93.8801587531645,0
59.2,2283.23621509308,-140.180848293912,2312.53193749102,-90.3057931798538,0
59.4,2285.46821593096,-136.380936371894,2314.63140961011,-86.7315072746308,0
59.6,2287.70021676884,-132.581024449877,2316.73084946685,-83.1572762950605,0
59.8,2289.93221760673,-128.781112527859,2318.84701151151,-79.5929663771164,0
60,2292.16421844461,-124.981200605842,2321.14108477142,-76.1491082842794,0
60.2,2294.39621928249,-121.181288683825,2323.66650028752,-72.862028304844,0
60.4,2296.62822012038,-117.381376761807,2326.19194694701,-69.5749077891714,0
60.6,2298.86022095826,-113.58146483979,2328.71744223415,-66.2877239797755,0
60.8,2301.09222179614,-109.781552917772,2331.24300362784,-63.0004541261111,0
61,2303.32422263402,-105.981640995755,2333.76864859975,-59.7130754870688,0
61.2,2305.55622347191,-102.181729073737,2336.90764883668,-57.1651037379333,0
61.4,2307.78822430979,-98.3818171517199,2340.62398112377,-55.3331555851868,0
61.6,2310.02022514767,-94.5819052297026,2344.52797368133,-53.9369389866886,0
61.8,2312.25222598556,-90.7819933076853,2348.43220325117,-52.5406376235593,0
62,2314.48422682344,-86.9820813856676,2352.33669673577,-51.1442418744535,0
62.2,2316.71622766132,-83.1821694636501,2356.24148100862,-49.7477421283763,0
62.4,2318.96600266917,-79.3927595231013,2360.14658291138,-48.3511287857375,0
62.6,2321.4424591778,-75.7568394591287,2364.05202925082,-46.954392259404,0
62.8,2324.12734448064,-72.2621936593397,2367.95784679599,-45.557522975751,0
63,2326.81222978348,-68.7675478595507,2371.86406227519,-44.1605113757118,0
63.2,2329.49711508632,-65.2729020597612,2375.77070237312,-42.7633479158269,0
63.4,2332.18200038916,-61.7782562599722,2379.67779372788,-41.3660230692897,0
63.6,2334.86688569201,-58.2836104601833,2383.58536292812,-39.9685273269914,0
63.8,2338.74869802846,-56.2323685109048,2387.49343651006,-38.5708511985639,0
64,2342.81305598464,-54.5502589451353,2391.40204095463,-37.17298521342,0
64.2,2346.96260880882,-53.0662206320377,2395.31120268452,-35.7749199217935,0
64.4,2351.112161633,-51.5821823189403,2399.22094806133,-34.3766458957734,0
64.6,2355.26171445718,-50.0981440058428,2403.13130338266,-32.9781537303392,0
64.8,2359.41126728136,-48.6141056927452,2407.04229487919,-31.5794340443919,0
65,2363.56082010554,-47.1300673796476,2410.97607684353,-30.2470139184164,0
65.2,2367.71037292972,-45.6460290665501,2414.9471526751,-29.0244154287296,0
65.4,2371.8599257539,-44.1619907534525,2418.93257278277,-27.8468401013306,0
65.6,2376.00947857808,-42.6779524403549,2422.92020558694,-26.6738879490077,0
65.8,2380.15903140226,-41.1939141272573,2426.90861907134,-25.5007061615614,0
66,2384.30858422644,-39.7098758141598,2430.89783949136,-24.3272870160318,0
66.2,2388.45813705062,-38.2258375010621,2434.92654948,-23.3070913864411,0
66.4,2392.6076898748,-36.7417991879644,2438.99837780931,-22.4565745155342,0
66.6,2396.75724269898,-35.2577608748668,2443.13044025162,-21.967491246604,0
66.8,2400.90679552315,-33.7737225617692,2447.26344575006,-21.478296354731,0
67,2405.05634834733,-32.2896842486715,2451.39742099498,-20.9889866807627,0
67.2,2409.20590117151,-30.8056459355739,2455.53239257043,-20.4995590781334,0
67.4,2413.41363444078,-29.4965487136896,2459.66880539461,-20.0135673903367,0
67.6,2417.6341908622,-28.228755875189,2463.8071012708,-19.5347637714212,0
67.8,2421.86202707463,-26.985148494927,2467.95011569234,-19.0882615448872,0
68,2426.08986328706,-25.741541114665,2472.09423296212,-18.6416404618534,0
68.2,2430.3176994995,-24.497933734403,2476.23947911973,-18.1948977159722,0
68.4,2434.57733809375,-23.3805837849359,2480.38588008098,-17.7480305142376,0
68.6,2438.88981671185,-22.4730120115529,2484.53346163503,-17.3010360772919,0
68.8,2443.26563402271,-21.951489307518,2488.68224944158,-16.8539116397301,0
69,2447.64202877967,-21.4334861350722,2492.83226902806,-16.406654450403,0
69.2,2452.01842353663,-20.9154829626263,2496.9835457868,-15.9592617727193,0
69.4,2456.39481829358,-20.3974797901804,2501.13610497228,-15.5117308849454,0
69.6,2460.77181648391,-19.8846061012816,2505.28997169836,-15.0640590805043,0
69.8,2465.15086639454,-19.389943102545,2509.44517093548,-14.6162436682716,0
70,2469.53243849279,-18.9177309645869,2513.60753583146,-14.234853174975,0
70.2,2473.91401059104,-18.4455188266288,2517.78025220618,-13.9561159095375,0
70.4,2478.29558268929,-17.9733066886707,2521.96213873626,-13.8532500949244,0
70.6,2482.67715478754,-17.5010945507125,2526.14604794781,-13.7635945317037,0
70.8,2487.05872688579,-17.0288824127544,2530.33142036683,-13.6739076139092,0
71,2491.44029898404,-16.5566702747962,2534.51828018027,-13.584188823247,0
71.2,2495.82187108229,-16.0844581368381,2538.70717051478,-13.540743626624,0
71.4,2500.20344318054,-15.6122459988799,2542.89607880008,-13.57336063647,0
