Seed,Baseline,Metric,BaselineValue,V6Value,Delta
26,Confidence-heuristic,TimelyRate,0.617304492512479,0.615640599001664,-0.00166389351081497
26,Confidence-heuristic,EmergencyTimelyRate,0.578754578754579,0.576923076923077,-0.00183150183150205
26,Confidence-heuristic,LossRate,0.3261231281198,0.32279534109817,-0.00332778702163
26,Confidence-heuristic,AvgDelay_s,0.04036989018784,0.0405576018514419,0.000187711663601903
26,Confidence-heuristic,AvgTxCost,3.27507487520799,3.32149750415973,0.0464226289517398
26,Link-delay-aware,TimelyRate,0.62063227953411,0.615640599001664,-0.00499168053244603
26,Link-delay-aware,EmergencyTimelyRate,0.582417582417582,0.576923076923077,-0.00549450549450503
26,Link-delay-aware,LossRate,0.339434276206323,0.32279534109817,-0.016638935108153
26,Link-delay-aware,AvgDelay_s,0.0398745359000714,0.0405576018514419,0.0006830659513705
26,Link-delay-aware,AvgTxCost,2.84199667221298,3.32149750415973,0.47950083194675
27,Confidence-heuristic,TimelyRate,0.630615640599002,0.62063227953411,-0.00998336106489195
27,Confidence-heuristic,EmergencyTimelyRate,0.593406593406593,0.582417582417582,-0.0109890109890109
27,Confidence-heuristic,LossRate,0.321131447587354,0.317803660565724,-0.00332778702163
27,Confidence-heuristic,AvgDelay_s,0.0404193788487664,0.0410876729781867,0.000668294129420294
27,Confidence-heuristic,AvgTxCost,3.34241264559068,3.32788685524126,-0.01452579034942
27,Link-delay-aware,TimelyRate,0.617304492512479,0.62063227953411,0.00332778702163106
27,Link-delay-aware,EmergencyTimelyRate,0.578754578754579,0.582417582417582,0.00366300366300298
27,Link-delay-aware,LossRate,0.35108153078203,0.317803660565724,-0.033277870216306
27,Link-delay-aware,AvgDelay_s,0.0401790019582633,0.0410876729781867,0.000908671019923396
27,Link-delay-aware,AvgTxCost,2.84199667221298,3.32788685524126,0.48589018302828
28,Confidence-heuristic,TimelyRate,0.628951747088186,0.617304492512479,-0.011647254575707
28,Confidence-heuristic,EmergencyTimelyRate,0.591575091575092,0.578754578754579,-0.012820512820513
28,Confidence-heuristic,LossRate,0.316139767054909,0.311148086522463,-0.00499168053244597
28,Confidence-heuristic,AvgDelay_s,0.0401753855004276,0.0407914352943947,0.000616049793967094
28,Confidence-heuristic,AvgTxCost,3.30762063227953,3.32149750415973,0.0138768718801998
28,Link-delay-aware,TimelyRate,0.627287853577371,0.617304492512479,-0.00998336106489206
28,Link-delay-aware,EmergencyTimelyRate,0.58974358974359,0.578754578754579,-0.0109890109890109
28,Link-delay-aware,LossRate,0.336106489184692,0.311148086522463,-0.024958402662229
28,Link-delay-aware,AvgDelay_s,0.0397143379861484,0.0407914352943947,0.0010770973082463
28,Link-delay-aware,AvgTxCost,2.84199667221298,3.32149750415973,0.47950083194675
29,Confidence-heuristic,TimelyRate,0.622296173044925,0.602329450915141,-0.019966722129784
29,Confidence-heuristic,EmergencyTimelyRate,0.586080586080586,0.564102564102564,-0.021978021978022
29,Confidence-heuristic,LossRate,0.316139767054909,0.307820299500832,-0.00831946755407698
29,Confidence-heuristic,AvgDelay_s,0.0408821217674379,0.0417997556899554,0.000917633922517501
29,Confidence-heuristic,AvgTxCost,3.30986688851913,3.32249584026622,0.0126289517470903
29,Link-delay-aware,TimelyRate,0.618968386023295,0.602329450915141,-0.016638935108154
29,Link-delay-aware,EmergencyTimelyRate,0.582417582417582,0.564102564102564,-0.018315018315018
29,Link-delay-aware,LossRate,0.346089850249584,0.307820299500832,-0.038269550748752
29,Link-delay-aware,AvgDelay_s,0.0403609303595401,0.0417997556899554,0.0014388253304153
29,Link-delay-aware,AvgTxCost,2.84199667221298,3.32249584026622,0.48049916805324
30,Confidence-heuristic,TimelyRate,0.628951747088186,0.62063227953411,-0.00831946755407598
30,Confidence-heuristic,EmergencyTimelyRate,0.591575091575092,0.582417582417582,-0.00915750915751001
30,Confidence-heuristic,LossRate,0.317803660565724,0.304492512479201,-0.013311148086523
30,Confidence-heuristic,AvgDelay_s,0.0403403892477202,0.0409676933026952,0.000627304054974999
30,Confidence-heuristic,AvgTxCost,3.3057237936772,3.32149750415973,0.01577371048253
30,Link-delay-aware,TimelyRate,0.627287853577371,0.62063227953411,-0.006655574043261
30,Link-delay-aware,EmergencyTimelyRate,0.58974358974359,0.582417582417582,-0.00732600732600797
30,Link-delay-aware,LossRate,0.331114808652246,0.304492512479201,-0.026622296173045
30,Link-delay-aware,AvgDelay_s,0.0399881749784861,0.0409676933026952,0.000979518324209103
30,Link-delay-aware,AvgTxCost,2.84199667221298,3.32149750415973,0.47950083194675
31,Confidence-heuristic,TimelyRate,0.618968386023295,0.62063227953411,0.00166389351081508
31,Confidence-heuristic,EmergencyTimelyRate,0.582417582417582,0.584249084249084,0.00183150183150194
31,Confidence-heuristic,LossRate,0.332778702163062,0.319467554076539,-0.013311148086523
31,Confidence-heuristic,AvgDelay_s,0.0406335257949623,0.0409046498106429,0.0002711240156806
31,Confidence-heuristic,AvgTxCost,3.23039933444259,3.32149750415973,0.09109816971714
