Config,Profile,Vegetation,Variant,Method,Stage,TimelyRateMean,TimelyRateStd,TimelyRateCI95,LossRateMean,LossRateStd,LossRateCI95,AvgDelayMean,AvgDelayStd,AvgDelayCI95,AvgTxCostMean,AvgTxCostStd,AvgTxCostCI95,EmergencyTimelyRateMean,EmergencyTimelyRateStd,EmergencyTimelyRateCI95
FG_Curved_Dense_Plus,Curved,Dense,Plus,Confidence-driven,Coop_1,0.998,0.00322030594359767,0.00199596630269189,0.00200000000000001,0.00322030594359767,0.00199596630269189,0.0120681379339573,0.000179188840385353,0.000111062393912808,2.01596666666667,0.126751282653554,0.078561258908472,1,0,0
FG_Curved_Dense_Plus,Curved,Dense,Plus,Confidence-driven,LinkDeg_Emerg,0.978461538461538,0.0309396987261505,0.019176623946433,0.0153846153846154,0.0290095089717558,0.0179802799421522,0.0196790454943367,0.00772978984467714,0.00479097338174931,3.18787692307692,0.243596424199888,0.150982627947464,0.977115384615385,0.0353954136254956,0.0219383046529436
FG_Curved_Dense_Plus,Curved,Dense,Plus,Confidence-driven,PosDeg_Emerg,0.767272727272727,0.118546446051502,0.0734758484960401,0.0827272727272727,0.060065773559921,0.037229152158377,0.0504509607289333,0.0101838691159524,0.00631202747269316,4.21759090909091,0.368528778407106,0.228416503324843,0.759982683982684,0.123232134324027,0.0763800681759969
FG_Curved_Dense_Plus,Curved,Dense,Plus,Confidence-driven,Recovery,0.998675496688742,0.00279229815467408,0.00173068432671083,0.00132450331125828,0.00279229815467408,0.00173068432671083,0.0127543372849669,0.00109409457279783,0.000678126841831328,2.08734437086093,0.105902989717228,0.0656393530714551,1,0,0
FG_Curved_Dense_Plus,Curved,Dense,Plus,Confidence-driven,Full,0.954242928452579,0.0232581656641839,0.0144155604284834,0.0176372712146422,0.0117968368019039,0.0073117552019453,0.0195752764352629,0.00180310263395977,0.0011175745909589,2.35812146422629,0.0983038210451394,0.0609293395312459,0.846544420767895,0.0817593087342809,0.0506749445621603
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,Normal,1,0,0,0,0,0,0.0120368385389898,0.000188371584096481,0.000116753917430971,1.028,0.0423739962188552,0.0262636749565293,NaN,NaN,NaN
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,Coop_1,0.998,0.00322030594359767,0.00199596630269189,0.00200000000000001,0.00322030594359767,0.00199596630269189,0.0120681379339573,0.000179188840385353,0.000111062393912808,1.98996666666667,0.0849851766304781,0.0526743581987888,1,0,0
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,LinkDeg_Emerg,0.98,0.0299462591192952,0.0185608836988379,0.0138461538461538,0.029414626460923,0.0182313743633566,0.0202310569578572,0.00860660347862943,0.00533442810243787,2.86535384615385,0.483992304914349,0.299981538490714,0.977393162393162,0.0312173563888417,0.0193487179487179
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,PosDeg_Emerg,0.761818181818182,0.114094027886062,0.0707162111263732,0.0745454545454546,0.0510315986303537,0.0316297125250435,0.0510590153463374,0.0109848199485325,0.00680846194194637,4.2619,0.501295400816432,0.310706108440803,0.754528138528138,0.118583228564529,0.0734986465338091
FG_Curved_Dense_Plus,Curved,Dense,Plus,Oracle,Recovery,0.999337748344371,0.00209422361600556,0.00129801324503312,0.000662251655629142,0.00209422361600556,0.00129801324503312,0.0128218939909266,0.00126665932760863,0.000785083584969169,2.09060264900662,0.125996824838571,0.0780936411100754,1,0,0
